0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
14,15
14,16
14,17
15,18
14,19
14,20
14,21
16,22
17,23
18,24
19,25
14,26
20,27
14,28
21,29
22,30
14,31
23,32
16,33
24,34
14,35
14,36
14,37
25,38
14,39
26,40
27,41
28,42
29,43
30,44
31,45
32,46
16,47
33,48
34,49
35,50
14,51
36,52
37,53
38,54
11,55
38,56
39,57
38,58
38,59
40,60
41,61
42,62
43,63
44,64
45,65
46,66
47,67
48,68
49,69
50,70
51,71
52,72
53,73
54,74
11,75
55,76
14,77
56,78
57,79
58,80
14,81
59,82
60,83
61,84
62,85
11,86
63,87
14,88
64,89
65,90
66,91
67,92
68,93
14,94
69,95
14,96
70,97
71,98
72,99
49,100
73,101
74,102
75,103
76,104
77,105
78,106
79,107
80,108
81,109
82,110
14,111
14,112
14,113
83,114
2,115
84,116
85,117
86,118
87,119
82,120
88,121
89,122
90,123
91,124
45,125
92,126
43,127
43,128
93,129
94,130
95,131
96,132
14,133
97,134
98,135
2,136
99,137
100,138
101,139
102,140
103,141
14,142
104,143
105,144
106,145
107,146
14,147
14,148
108,149
109,150
110,151
111,152
112,153
113,154
114,155
115,156
116,157
117,158
118,159
119,160
120,161
121,162
122,163
123,164
124,165
125,166
126,167
127,168
128,169
129,170
130,171
131,172
132,173
133,174
134,175
135,176
136,177
137,178
138,179
121,180
139,181
140,182
141,183
142,184
143,185
144,186
102,187
145,188
88,189
146,190
147,191
148,192
127,193
149,194
150,195
151,196
97,197
14,198
152,199
153,200
154,201
155,202
156,203
157,204
158,205
159,206
36,207
160,208
161,209
162,210
163,211
164,212
51,213
88,214
88,215
165,216
166,217
167,218
168,219
169,220
14,221
14,222
170,223
168,224
171,225
172,226
173,227
174,228
175,229
176,230
99,231
177,232
178,233
179,234
180,235
181,236
181,237
181,238
182,239
182,240
183,241
184,242
43,243
185,244
186,245
187,246
188,247
112,248
88,249
189,250
190,251
191,252
192,253
193,254
194,255
195,256
196,257
197,258
198,259
70,260
6,261
199,262
200,263
201,264
202,265
203,266
204,267
205,268
206,269
207,270
208,271
209,272
187,273
210,274
211,275
212,276
111,277
213,278
214,279
49,280
215,281
216,282
180,283
217,284
218,285
219,286
220,287
221,288
222,289
223,290
224,291
50,292
225,293
226,294
227,295
228,296
88,297
229,298
230,299
231,300
232,301
43,302
233,303
112,304
14,305
234,306
235,307
236,308
237,309
238,310
239,311
197,312
240,313
241,314
242,315
243,316
244,317
245,318
222,319
14,320
183,321
246,322
247,323
14,324
248,325
14,326
243,327
249,328
250,329
97,330
212,331
251,332
252,333
14,334
14,335
253,336
254,337
171,338
43,339
255,340
97,341
179,342
256,343
257,344
258,345
259,346
14,347
260,348
261,349
261,350
262,351
213,352
263,353
264,354
261,355
265,356
179,357
179,358
179,359
266,360
267,361
16,362
268,363
269,364
270,365
165,366
179,367
179,368
271,369
179,370
272,371
179,372
179,373
179,374
179,375
179,376
273,377
274,378
275,379
276,380
277,381
278,382
279,383
280,384
281,385
282,386
280,387
283,388
284,389
285,390
261,391
286,392
179,393
179,394
179,395
179,396
287,397
179,398
288,399
179,400
261,401
261,402
261,403
289,404
195,405
195,406
290,407
168,408
291,409
3,410
292,411
14,412
112,413
293,414
100,415
294,416
295,417
228,418
157,419
296,420
297,421
298,422
255,423
151,424
299,425
300,426
300,427
300,428
301,429
300,430
301,431
300,432
301,433
301,434
301,435
301,436
300,437
300,438
302,439
195,440
303,441
304,442
70,443
305,444
306,445
242,446
307,447
308,448
309,449
310,450
296,451
311,452
312,453
313,454
97,455
314,456
315,457
316,458
316,459
14,460
14,461
317,462
159,463
318,464
319,465
320,466
321,467
51,468
322,469
323,470
316,471
70,472
324,473
325,474
208,475
87,476
326,477
205,478
327,479
328,480
14,481
329,482
278,483
12,484
330,485
26,486
331,487
332,488
318,489
333,490
334,491
14,492
261,493
335,494
336,495
26,496
337,497
338,498
339,499
205,500
340,501
341,502
342,503
343,504
26,505
344,506
261,507
261,508
345,509
346,510
261,511
179,512
179,513
261,514
261,515
261,516
26,517
179,518
179,519
347,520
179,521
179,522
348,523
207,524
349,525
350,526
334,527
351,528
40,529
3,530
14,531
352,532
14,533
353,534
354,535
88,536
355,537
169,538
356,539
357,540
358,541
359,542
360,543
361,544
362,545
213,546
355,547
363,548
364,549
365,550
366,551
367,552
299,553
368,554
369,555
14,556
370,557
303,558
231,559
371,560
372,561
373,562
373,563
373,564
374,565
374,566
373,567
375,568
349,569
376,570
377,571
14,572
378,573
379,574
380,575
380,576
381,577
81,578
14,579
382,580
365,581
14,582
383,583
384,584
385,585
386,586
387,587
388,588
389,589
385,590
14,591
380,592
390,593
391,594
207,595
392,596
151,597
393,598
394,599
390,600
395,601
380,602
396,603
397,604
398,605
111,606
256,607
12,608
399,609
400,610
401,611
402,612
12,613
403,614
280,615
179,616
404,617
179,618
405,619
406,620
102,621
407,622
408,623
409,624
410,625
411,626
98,627
405,628
412,629
413,630
414,631
415,632
416,633
417,634
418,635
12,636
419,637
420,638
301,639
301,640
301,641
301,642
301,643
301,644
300,645
300,646
301,647
421,648
300,649
300,650
301,651
422,652
423,653
424,654
425,655
426,656
427,657
242,658
428,659
429,660
430,661
321,662
431,663
432,664
433,665
297,666
434,667
435,668
436,669
437,670
438,671
243,672
439,673
440,674
441,675
442,676
443,677
444,678
445,679
243,680
446,681
447,682
288,683
448,684
449,685
3,686
390,687
12,688
181,689
450,690
14,691
451,692
452,693
453,694
454,695
455,696
456,697
14,698
457,699
331,700
458,701
389,702
275,703
331,704
459,705
460,706
461,707
14,708
462,709
463,710
464,711
441,712
465,713
466,714
467,715
468,716
469,717
470,718
471,719
14,720
472,721
473,722
474,723
475,724
301,725
301,726
301,727
301,728
301,729
301,730
476,731
477,732
441,733
478,734
417,735
479,736
33,737
480,738
481,739
11,740
51,741
45,742
2,743
482,744
151,745
119,746
483,747
484,748
441,749
441,750
441,751
14,752
334,753
485,754
486,755
487,756
428,757
28,758
488,759
489,760
14,761
490,762
491,763
447,764
492,765
275,766
243,767
350,768
2,769
243,770
493,771
494,772
495,773
441,774
88,775
256,776
243,777
14,778
496,779
207,780
280,781
497,782
498,783
160,784
59,785
424,786
499,787
14,788
14,789
500,790
501,791
502,792
112,793
503,794
504,795
505,796
506,797
507,798
9,799
508,800
509,801
510,802
191,803
243,804
14,805
441,806
14,807
501,808
511,809
512,810
513,811
514,812
515,813
151,814
516,815
517,816
518,817
519,818
14,819
2,820
3,821
520,822
521,823
522,824
271,825
523,826
524,827
191,828
525,829
12,830
370,831
526,832
2,833
527,834
528,835
2,836
2,837
529,838
530,839
531,840
2,841
532,842
2,843
506,844
533,845
534,846
535,847
256,848
536,849
88,850
12,851
537,852
538,853
539,854
540,855
371,856
222,857
541,858
541,859
541,860
541,861
542,862
543,863
544,864
222,865
545,866
546,867
547,868
106,869
548,870
549,871
550,872
551,873
552,874
553,875
222,876
554,877
441,878
555,879
12,880
88,881
88,882
556,883
557,884
558,885
222,886
294,887
559,888
560,889
561,890
441,891
562,892
222,893
563,894
564,895
565,896
566,897
567,898
222,899
285,900
151,901
568,902
569,903
465,904
570,905
569,906
531,907
571,908
572,909
222,910
573,911
14,912
513,913
42,914
88,915
2,916
574,917
575,918
576,919
577,920
222,921
12,922
334,923
14,924
578,925
579,926
580,927
222,928
297,929
581,930
2,931
582,932
583,933
584,934
14,935
585,936
521,937
222,938
586,939
587,940
2,941
51,942
14,943
588,944
589,945
590,946
12,947
591,948
592,949
222,950
593,951
430,952
594,953
14,954
568,955
595,956
191,957
596,958
14,959
222,960
597,961
385,962
14,963
598,964
14,965
490,966
599,967
14,968
14,969
600,970
222,971
601,972
602,973
603,974
604,975
605,976
441,977
86,978
606,979
260,980
14,981
222,982
14,983
478,984
14,985
607,986
608,987
609,988
222,989
535,990
610,991
611,992
612,993
553,994
613,995
614,996
615,997
2,998
2,999
222,1000
2,1001
616,1002
617,1003
14,1004
14,1005
138,1006
14,1007
14,1008
14,1009
222,1010
618,1011
619,1012
620,1013
621,1014
622,1015
623,1016
624,1017
625,1018
626,1019
14,1020
222,1021
14,1022
384,1023
627,1024
14,1025
628,1026
14,1027
312,1028
222,1029
346,1030
301,1031
301,1032
301,1033
301,1034
301,1035
301,1036
301,1037
301,1038
301,1039
222,1040
301,1041
213,1042
629,1043
629,1044
51,1045
14,1046
630,1047
631,1048
632,1049
222,1050
633,1051
14,1052
441,1053
634,1054
635,1055
222,1056
14,1057
636,1058
637,1059
638,1060
384,1061
